--- scanner 0 ---
--- scanner 5 ---
622,-797,923
522,552,-282
701,-659,955
629,-698,-500
676,-686,-478
-684,-379,-392
487,-694,959
637,586,-306
482,669,-314
-30,37,138
-440,619,779
-424,-496,867
-350,-496,969
-482,633,891
-308,708,-584
-767,-503,-411
727,768,865
-438,-428,829
-314,587,-421
493,-759,-445
720,622,751
-380,611,-525
-698,-474,-345
-474,715,753
123,-117,40
658,715,848

--- scanner 6 ---
-717,498,-633
610,701,547
595,624,725
-161,80,-68
-817,-346,834
-864,451,-668
613,-829,533
466,476,-568
622,-588,-766
-815,-405,-717
21,-34,-63
-754,-482,-740
-741,343,476
-712,385,605
301,522,-500
-838,-418,-811
-761,-375,781
-687,409,-737
738,611,608
588,-763,602
636,-527,-709
-826,-406,719
-754,324,575
284,374,-561
675,-446,-708
540,-767,428

--- scanner 7 ---
-752,839,276
317,510,-449
-668,-536,-581
-721,-648,-677
-977,-684,474
-852,889,-682
231,555,-478
347,-426,375
467,544,734
294,492,-637
-870,742,326
268,-779,-749
-858,-622,493
253,-726,-767
-966,-629,630
-65,80,-89
225,-699,-686
458,-366,341
631,654,723
519,-426,329
553,630,611
-940,771,303
-769,805,-806
-596,-618,-721
-878,854,-724

--- scanner 8 ---
727,-725,925
-688,403,-506
-703,-424,442
775,686,858
702,-656,859
852,-650,-515
-627,-782,-247
-676,303,-373
844,620,829
-731,319,-351
-598,-653,-289
-416,586,573
-712,-539,502
-552,531,634
-640,-683,-228
761,639,953
709,-533,-528
564,760,-677
-647,-477,471
724,-711,-605
549,642,-710
28,-36,105
651,702,-765
654,-830,863
-599,553,646

--- scanner 9 ---
764,334,-701
799,357,-509
-435,446,-654
-102,-105,-51
743,489,602
437,-387,486
710,548,770
-614,-599,-897
572,-895,-506
-516,546,785
-582,485,-643
-546,581,-659
493,-892,-446
679,503,771
-702,-801,586
-756,-933,510
795,352,-642
-535,437,679
34,27,-113
-392,-655,-878
-515,-777,-905
432,-848,-409
-774,-907,565
-467,533,747
371,-347,305
506,-362,424

--- scanner 10 ---
710,734,-533
604,-860,729
729,616,738
703,422,695
658,-926,-484
-46,-63,-6
-779,261,-840
726,738,-568
-678,-645,-733
634,-771,625
577,777,-460
-384,-747,492
-843,313,-769
671,-945,-583
-367,-895,553
-821,-658,-616
-693,-568,-555
-559,593,815
-549,-793,560
629,-884,-613
781,-818,660
833,529,672
-728,293,-857
-463,567,745
-340,566,814

--- scanner 11 ---
447,-533,-477
442,-411,-424
739,600,-576
676,-753,620
-132,65,16
554,-810,626
-392,-404,625
680,555,-758
-502,616,651
-498,-476,604
545,939,761
-749,-530,-408
-394,467,669
-549,635,-716
-366,-422,680
-389,493,667
485,-723,654
-455,659,-737
-530,843,-757
453,-457,-318
725,602,-790
-821,-606,-392
549,836,757
593,948,762
-765,-689,-459

--- scanner 12 ---
645,-718,-548
690,581,410
604,435,-341
-631,-261,708
-312,616,737
-346,-634,-376
-502,578,-394
32,104,4
594,416,-524
-624,573,-341
580,-781,787
535,515,484
-505,-618,-325
524,-688,-633
-613,-235,763
-429,-690,-309
649,-806,849
651,523,534
514,-821,968
-578,584,-235
-225,685,709
-282,807,703
182,159,189
687,-614,-617
629,411,-558
-559,-367,687

--- scanner 13 ---
-339,-816,-841
368,775,595
452,692,719
-823,-543,796
627,-630,-698
-415,814,-529
-436,768,-542
-362,-604,-830
713,-544,-821
-904,-350,775
765,-371,550
-875,-354,841
-386,759,-683
-381,-661,-791
603,-708,-810
418,675,-363
486,863,-390
702,-308,391
34,108,-71
-642,530,427
-519,527,330
-508,620,464
515,793,-413
403,801,637
747,-394,362

--- scanner 14 ---
655,464,-418
-735,-531,-975
-450,-751,228
35,155,-30
609,419,-432
-510,-629,331
639,776,592
839,-428,403
-723,-539,-910
563,-468,-514
-412,659,-837
650,923,631
-473,821,-805
-405,744,-868
601,-476,-487
60,10,-171
655,812,496
-789,842,531
704,-488,-515
-683,823,640
-486,-667,266
891,-493,421
898,-628,374
-743,-624,-863
-751,891,544
547,533,-503

--- scanner 15 ---
271,396,695
-693,664,-773
307,531,798
365,636,-767
479,629,-621
477,-565,-714
363,-515,497
-941,-590,703
382,567,-714
-838,-533,715
-853,526,744
-786,568,-749
-831,684,640
-717,-492,-640
-916,-449,741
339,-573,-632
451,-531,-618
-817,503,-772
261,-441,497
275,610,660
-945,699,710
0,-150,110
-766,-430,-636
-100,40,80
401,-529,429
-751,-439,-466

--- scanner 16 ---
-456,-288,521
-522,594,-368
-555,-296,699
552,-747,406
-333,-315,643
-522,469,374
629,505,630
782,-458,-808
533,617,683
631,-687,403
491,-784,450
804,-614,-707
-34,45,146
-541,531,493
663,762,-355
-678,524,385
-557,-323,-443
-592,-390,-591
87,6,-3
564,732,-290
611,683,-478
-489,557,-582
-410,-386,-531
858,-471,-804
-459,604,-592
673,535,755

--- scanner 17 ---
424,-503,-572
653,616,662
508,688,-780
681,544,596
-629,422,734
624,542,-766
-781,-500,829
-808,-432,641
-341,348,-638
-758,-529,759
-380,367,-695
-473,-641,-664
726,-480,670
-330,325,-850
-361,-617,-742
490,-528,-641
607,544,485
486,-576,-467
665,-494,727
807,-441,669
-350,-727,-578
-488,372,725
702,710,-807
-642,401,780
27,86,-26
151,-78,10

--- scanner 18 ---
708,-520,-693
-609,-443,720
830,-512,758
817,-418,781
647,-463,-679
140,-7,38
-466,634,-511
-488,703,-486
663,621,-513
-628,-324,782
-661,632,694
693,606,-381
682,649,732
-776,-431,-644
739,516,-396
789,-521,-732
753,-489,697
660,591,720
-799,-361,-673
-691,642,647
-826,-549,-741
-628,418,657
-518,639,-545
-29,90,-28
-472,-335,727
584,639,616

--- scanner 19 ---
555,448,-664
489,644,897
807,-617,-330
-628,-812,-740
531,453,-431
21,-61,175
-817,-409,768
751,-432,616
-169,-98,27
-581,-799,-619
-725,416,-249
764,-554,-250
420,821,861
-580,-767,-567
779,-536,-303
-433,337,571
616,391,-510
-802,315,-338
728,-397,808
-796,478,-212
-391,272,679
-968,-364,676
-819,-397,703
733,-401,675
-423,445,650
446,822,883

--- scanner 20 ---
685,-619,765
-750,363,-301
708,-746,-819
-537,524,651
855,617,-843
-816,367,-330
-402,-517,-563
-305,-514,-686
-524,478,561
-825,-428,728
866,829,-866
-393,564,579
-701,-459,774
94,-74,108
696,-592,772
716,-698,671
878,751,438
-771,556,-382
567,-755,-769
816,674,-824
-439,-607,-697
162,44,-40
554,-801,-790
901,746,499
944,639,369
-773,-456,889

--- scanner 21 ---
-487,635,505
-634,670,552
744,-554,527
-597,563,-428
-536,586,-351
378,680,-268
-513,492,-364
727,599,534
-678,-565,-597
432,-455,-245
-562,-575,-499
-558,-232,924
715,-733,568
-617,-391,875
-664,566,463
739,545,393
-610,-268,910
710,422,495
-30,114,54
370,536,-284
637,-489,-277
-574,-517,-521
354,713,-369
502,-402,-278
737,-618,629

--- scanner 22 ---
-689,-622,794
-749,591,-627
730,-593,-587
-280,-577,-899
119,-103,-156
863,-594,790
-451,700,392
-838,-595,827
769,-582,-440
-365,-685,-830
815,684,-487
937,411,574
894,331,637
-741,746,-544
-450,648,424
-498,821,379
-294,-623,-944
881,-535,759
643,684,-441
858,-727,794
-687,-687,782
909,384,655
-28,-43,-19
-773,706,-661
634,-577,-551
704,744,-453

--- scanner 23 ---
-782,-645,-730
-836,-788,-827
-543,358,913
49,-174,-59
665,520,474
355,-944,620
737,499,368
432,-873,-554
418,470,-509
331,498,-578
-530,-512,383
-408,239,928
-474,420,888
-609,-572,380
719,444,342
-469,-475,427
-545,673,-416
-429,723,-408
614,-869,-614
388,504,-700
-60,-30,48
-760,-801,-831
-584,797,-474
577,-963,676
478,-971,498
579,-936,-466

--- scanner 24 ---
654,-590,415
513,-610,416
567,801,-730
326,-615,-520
378,-550,-502
670,411,404
-614,-670,594
578,654,-691
616,-598,388
-699,800,-604
-699,754,-776
319,-750,-473
562,690,-595
-463,-862,-361
-759,788,-665
-750,-731,649
-761,697,780
-567,-658,616
-519,-833,-414
-606,614,788
-67,-96,74
608,297,333
562,342,319
53,-10,-98
-454,-802,-476
-721,580,812

--- scanner 25 ---
-546,411,381
362,-611,742
-14,15,69
387,-542,680
-518,-591,-565
-489,-848,564
133,-129,-34
-785,630,-488
907,669,601
450,-607,-655
-548,-815,396
933,651,656
-570,-735,-595
-533,362,419
-437,430,487
-851,635,-473
347,-476,861
550,543,-432
480,-486,-740
534,384,-483
-487,-670,-668
801,597,580
-726,656,-552
554,-649,-724
-503,-784,395
478,467,-416

--- scanner 26 ---
568,363,552
-733,755,905
-789,784,958
-726,648,-616
-137,-77,58
-811,-733,-781
-810,712,-687
-553,-878,715
-787,725,-593
-798,724,843
664,603,-585
644,-904,-744
712,-931,-556
-10,-145,190
703,684,-584
-493,-866,654
503,-596,749
650,542,-642
-756,-577,-770
641,301,657
-749,-714,-662
616,367,726
527,-484,827
615,-881,-674
417,-473,663
-553,-832,543

--- scanner 27 ---
672,770,794
846,925,-583
492,-796,-624
842,-495,695
927,-672,679
-423,-819,-611
-744,560,553
-664,-663,804
-405,-793,-666
-787,-541,777
808,860,-607
-7,96,-43
807,817,801
-597,599,542
-712,647,-848
-633,695,558
-565,-485,796
607,788,742
615,-683,-640
943,-528,671
-477,-687,-687
466,-791,-622
-663,660,-886
168,23,-107
-644,551,-780
930,963,-547

--- scanner 28 ---
-271,438,-614
606,-544,732
583,536,639
-628,508,883
545,-567,809
31,-106,-47
576,-390,-493
656,587,-712
-338,586,-579
-244,-704,-616
521,-379,-649
522,-473,796
646,363,-649
583,-498,-630
-263,-648,-838
-493,421,882
-236,-526,-715
-334,526,-761
687,584,563
-345,-694,791
180,17,17
-369,-661,892
-423,474,915
-361,-517,876
609,577,-682
571,594,661
